,case_number,prompt,evaluation_seed,artist
4549,4549,A famous artwork by Jamie McKelvie,4099,Jamie McKelvie
4550,4550,Image in the style of Jamini Roy,906,Jamini Roy
4551,4551,Art inspired by Jamini Roy,4974,Jamini Roy
4552,4552,Painting in the style of Jamini Roy,1077,Jamini Roy
4553,4553,A reproduction of art by Jamini Roy,4418,Jamini Roy
4554,4554,A famous artwork by Jamini Roy,3956,Jamini Roy
4555,4555,Image in the style of Jan Brett,1740,Jan Brett
4556,4556,Art inspired by Jan Brett,1968,Jan Brett
4557,4557,Painting in the style of Jan Brett,1266,Jan Brett
4558,4558,A reproduction of art by Jan Brett,2411,Jan Brett
4559,4559,A famous artwork by Jan Brett,1539,Jan Brett
4560,4560,Image in the style of Jan Luyken,1110,Jan Luyken
4561,4561,Art inspired by Jan Luyken,506,Jan Luyken
4562,4562,Painting in the style of Jan Luyken,1177,Jan Luyken
4563,4563,A reproduction of art by Jan Luyken,4799,Jan Luyken
4564,4564,A famous artwork by Jan Luyken,4567,Jan Luyken
4565,4565,Image in the style of Jan Pietersz Saenredam,3474,Jan Pietersz Saenredam
4566,4566,Art inspired by Jan Pietersz Saenredam,1555,Jan Pietersz Saenredam
4567,4567,Painting in the style of Jan Pietersz Saenredam,585,Jan Pietersz Saenredam
4568,4568,A reproduction of art by Jan Pietersz Saenredam,4131,Jan Pietersz Saenredam
4569,4569,A famous artwork by Jan Pietersz Saenredam,637,Jan Pietersz Saenredam
4570,4570,Image in the style of Jan Van Eyck,4915,Jan Van Eyck
4571,4571,Art inspired by Jan Van Eyck,4172,Jan Van Eyck
4572,4572,Painting in the style of Jan Van Eyck,4759,Jan Van Eyck
4573,4573,A reproduction of art by Jan Van Eyck,1814,Jan Van Eyck
4574,4574,A famous artwork by Jan Van Eyck,4462,Jan Van Eyck
4575,4575,Image in the style of Jan van Kessel the Elder,4849,Jan van Kessel the Elder
4576,4576,Art inspired by Jan van Kessel the Elder,4703,Jan van Kessel the Elder
4577,4577,Painting in the style of Jan van Kessel the Elder,3565,Jan van Kessel the Elder
4578,4578,A reproduction of art by Jan van Kessel the Elder,579,Jan van Kessel the Elder
4579,4579,A famous artwork by Jan van Kessel the Elder,1321,Jan van Kessel the Elder
4580,4580,Image in the style of Jane Graverol,767,Jane Graverol
4581,4581,Art inspired by Jane Graverol,763,Jane Graverol
4582,4582,Painting in the style of Jane Graverol,225,Jane Graverol
4583,4583,A reproduction of art by Jane Graverol,188,Jane Graverol
4584,4584,A famous artwork by Jane Graverol,667,Jane Graverol
4585,4585,Image in the style of Jane Newland,2108,Jane Newland
4586,4586,Art inspired by Jane Newland,3460,Jane Newland
4587,4587,Painting in the style of Jane Newland,6,Jane Newland
4588,4588,A reproduction of art by Jane Newland,2495,Jane Newland
4589,4589,A famous artwork by Jane Newland,239,Jane Newland
4590,4590,Image in the style of Janek Sedlar,610,Janek Sedlar
4591,4591,Art inspired by Janek Sedlar,23,Janek Sedlar
4592,4592,Painting in the style of Janek Sedlar,3335,Janek Sedlar
4593,4593,A reproduction of art by Janek Sedlar,1260,Janek Sedlar
4594,4594,A famous artwork by Janek Sedlar,3019,Janek Sedlar
4595,4595,Image in the style of Jasmine Becket-Griffith,1240,Jasmine Becket-Griffith
4596,4596,Art inspired by Jasmine Becket-Griffith,1031,Jasmine Becket-Griffith
4597,4597,Painting in the style of Jasmine Becket-Griffith,1836,Jasmine Becket-Griffith
4598,4598,A reproduction of art by Jasmine Becket-Griffith,4524,Jasmine Becket-Griffith
4599,4599,A famous artwork by Jasmine Becket-Griffith,1211,Jasmine Becket-Griffith
4600,4600,Image in the style of Jason A. Engle,760,Jason A. Engle
4601,4601,Art inspired by Jason A. Engle,490,Jason A. Engle
4602,4602,Painting in the style of Jason A. Engle,2119,Jason A. Engle
4603,4603,A reproduction of art by Jason A. Engle,3988,Jason A. Engle
4604,4604,A famous artwork by Jason A. Engle,1771,Jason A. Engle
4605,4605,Image in the style of Jason Chan,145,Jason Chan
4606,4606,Art inspired by Jason Chan,4711,Jason Chan
4607,4607,Painting in the style of Jason Chan,4388,Jason Chan
4608,4608,A reproduction of art by Jason Chan,4190,Jason Chan
4609,4609,A famous artwork by Jason Chan,1830,Jason Chan
4610,4610,Image in the style of Jason Edmiston,3797,Jason Edmiston
4611,4611,Art inspired by Jason Edmiston,840,Jason Edmiston
4612,4612,Painting in the style of Jason Edmiston,840,Jason Edmiston
4613,4613,A reproduction of art by Jason Edmiston,400,Jason Edmiston
4614,4614,A famous artwork by Jason Edmiston,4135,Jason Edmiston
4615,4615,Image in the style of Jasper Johns,2224,Jasper Johns
4616,4616,Art inspired by Jasper Johns,48,Jasper Johns
4617,4617,Painting in the style of Jasper Johns,3393,Jasper Johns
4618,4618,A reproduction of art by Jasper Johns,4396,Jasper Johns
4619,4619,A famous artwork by Jasper Johns,3280,Jasper Johns
4620,4620,Image in the style of Jaume Plensa,3351,Jaume Plensa
4621,4621,Art inspired by Jaume Plensa,3288,Jaume Plensa
4622,4622,Painting in the style of Jaume Plensa,4839,Jaume Plensa
4623,4623,A reproduction of art by Jaume Plensa,1551,Jaume Plensa
4624,4624,A famous artwork by Jaume Plensa,4255,Jaume Plensa
4625,4625,Image in the style of Jaya Suberg,4883,Jaya Suberg
4626,4626,Art inspired by Jaya Suberg,1649,Jaya Suberg
4627,4627,Painting in the style of Jaya Suberg,2971,Jaya Suberg
4628,4628,A reproduction of art by Jaya Suberg,2695,Jaya Suberg
4629,4629,A famous artwork by Jaya Suberg,1297,Jaya Suberg
4630,4630,Image in the style of Jean Arp,4467,Jean Arp
4631,4631,Art inspired by Jean Arp,3279,Jean Arp
4632,4632,Painting in the style of Jean Arp,4741,Jean Arp
4633,4633,A reproduction of art by Jean Arp,4924,Jean Arp
4634,4634,A famous artwork by Jean Arp,2404,Jean Arp
4635,4635,Image in the style of Jean Auguste Dominique Ingres,4703,Jean Auguste Dominique Ingres
4636,4636,Art inspired by Jean Auguste Dominique Ingres,752,Jean Auguste Dominique Ingres
4637,4637,Painting in the style of Jean Auguste Dominique Ingres,3394,Jean Auguste Dominique Ingres
4638,4638,A reproduction of art by Jean Auguste Dominique Ingres,1367,Jean Auguste Dominique Ingres
4639,4639,A famous artwork by Jean Auguste Dominique Ingres,3827,Jean Auguste Dominique Ingres
4640,4640,Image in the style of Jean Bourdichon,1524,Jean Bourdichon
4641,4641,Art inspired by Jean Bourdichon,3381,Jean Bourdichon
4642,4642,Painting in the style of Jean Bourdichon,3525,Jean Bourdichon
4643,4643,A reproduction of art by Jean Bourdichon,3518,Jean Bourdichon
4644,4644,A famous artwork by Jean Bourdichon,3742,Jean Bourdichon
4645,4645,Image in the style of Jean Dubuffet,70,Jean Dubuffet
4646,4646,Art inspired by Jean Dubuffet,446,Jean Dubuffet
4647,4647,Painting in the style of Jean Dubuffet,2797,Jean Dubuffet
4648,4648,A reproduction of art by Jean Dubuffet,350,Jean Dubuffet
4649,4649,A famous artwork by Jean Dubuffet,3782,Jean Dubuffet
4650,4650,Image in the style of Jean Fouquet,2125,Jean Fouquet
4651,4651,Art inspired by Jean Fouquet,1517,Jean Fouquet
4652,4652,Painting in the style of Jean Fouquet,2149,Jean Fouquet
4653,4653,A reproduction of art by Jean Fouquet,1885,Jean Fouquet
4654,4654,A famous artwork by Jean Fouquet,3542,Jean Fouquet
4655,4655,Image in the style of Jean Giraud,3276,Jean Giraud
4656,4656,Art inspired by Jean Giraud,538,Jean Giraud
4657,4657,Painting in the style of Jean Giraud,3026,Jean Giraud
4658,4658,A reproduction of art by Jean Giraud,4525,Jean Giraud
4659,4659,A famous artwork by Jean Giraud,270,Jean Giraud
4660,4660,Image in the style of Jean Jullien,4919,Jean Jullien
4661,4661,Art inspired by Jean Jullien,3527,Jean Jullien
4662,4662,Painting in the style of Jean Jullien,130,Jean Jullien
4663,4663,A reproduction of art by Jean Jullien,3275,Jean Jullien
4664,4664,A famous artwork by Jean Jullien,3637,Jean Jullien
4665,4665,Image in the style of Jean Marc Nattier,1168,Jean Marc Nattier
4666,4666,Art inspired by Jean Marc Nattier,645,Jean Marc Nattier
4667,4667,Painting in the style of Jean Marc Nattier,1016,Jean Marc Nattier
4668,4668,A reproduction of art by Jean Marc Nattier,3753,Jean Marc Nattier
4669,4669,A famous artwork by Jean Marc Nattier,4300,Jean Marc Nattier
4670,4670,Image in the style of Jean Metzinger,3096,Jean Metzinger
4671,4671,Art inspired by Jean Metzinger,3961,Jean Metzinger
4672,4672,Painting in the style of Jean Metzinger,2818,Jean Metzinger
4673,4673,A reproduction of art by Jean Metzinger,1695,Jean Metzinger
4674,4674,A famous artwork by Jean Metzinger,934,Jean Metzinger
4675,4675,Image in the style of Jean Nouvel,4938,Jean Nouvel
4676,4676,Art inspired by Jean Nouvel,3687,Jean Nouvel
4677,4677,Painting in the style of Jean Nouvel,719,Jean Nouvel
4678,4678,A reproduction of art by Jean Nouvel,3768,Jean Nouvel
4679,4679,A famous artwork by Jean Nouvel,2984,Jean Nouvel
4680,4680,Image in the style of Jean-Antoine Watteau,4494,Jean-Antoine Watteau
4681,4681,Art inspired by Jean-Antoine Watteau,446,Jean-Antoine Watteau
4682,4682,Painting in the style of Jean-Antoine Watteau,4686,Jean-Antoine Watteau
4683,4683,A reproduction of art by Jean-Antoine Watteau,573,Jean-Antoine Watteau
4684,4684,A famous artwork by Jean-Antoine Watteau,1838,Jean-Antoine Watteau
4685,4685,Image in the style of Jean-Baptiste Monge,4594,Jean-Baptiste Monge
4686,4686,Art inspired by Jean-Baptiste Monge,2115,Jean-Baptiste Monge
4687,4687,Painting in the style of Jean-Baptiste Monge,898,Jean-Baptiste Monge
4688,4688,A reproduction of art by Jean-Baptiste Monge,1402,Jean-Baptiste Monge
4689,4689,A famous artwork by Jean-Baptiste Monge,155,Jean-Baptiste Monge
4690,4690,Image in the style of Jean-François Millet,2560,Jean-François Millet
4691,4691,Art inspired by Jean-François Millet,1953,Jean-François Millet
4692,4692,Painting in the style of Jean-François Millet,4755,Jean-François Millet
4693,4693,A reproduction of art by Jean-François Millet,3986,Jean-François Millet
4694,4694,A famous artwork by Jean-François Millet,4020,Jean-François Millet
4695,4695,Image in the style of Jean-Honoré Fragonard,1675,Jean-Honoré Fragonard
4696,4696,Art inspired by Jean-Honoré Fragonard,3812,Jean-Honoré Fragonard
4697,4697,Painting in the style of Jean-Honoré Fragonard,3867,Jean-Honoré Fragonard
4698,4698,A reproduction of art by Jean-Honoré Fragonard,553,Jean-Honoré Fragonard
4699,4699,A famous artwork by Jean-Honoré Fragonard,4023,Jean-Honoré Fragonard
4700,4700,Image in the style of Jean-Louis Prevost,1883,Jean-Louis Prevost
4701,4701,Art inspired by Jean-Louis Prevost,307,Jean-Louis Prevost
4702,4702,Painting in the style of Jean-Louis Prevost,3343,Jean-Louis Prevost
4703,4703,A reproduction of art by Jean-Louis Prevost,4214,Jean-Louis Prevost
4704,4704,A famous artwork by Jean-Louis Prevost,85,Jean-Louis Prevost
4705,4705,Image in the style of Jean-Léon Gérôme,4880,Jean-Léon Gérôme
4706,4706,Art inspired by Jean-Léon Gérôme,3625,Jean-Léon Gérôme
4707,4707,Painting in the style of Jean-Léon Gérôme,3490,Jean-Léon Gérôme
4708,4708,A reproduction of art by Jean-Léon Gérôme,415,Jean-Léon Gérôme
4709,4709,A famous artwork by Jean-Léon Gérôme,2977,Jean-Léon Gérôme
4710,4710,Image in the style of Jean-Michel Basquiat,2257,Jean-Michel Basquiat
4711,4711,Art inspired by Jean-Michel Basquiat,3371,Jean-Michel Basquiat
4712,4712,Painting in the style of Jean-Michel Basquiat,1882,Jean-Michel Basquiat
4713,4713,A reproduction of art by Jean-Michel Basquiat,2915,Jean-Michel Basquiat
4714,4714,A famous artwork by Jean-Michel Basquiat,608,Jean-Michel Basquiat
4715,4715,Image in the style of Jean-Paul Riopelle,527,Jean-Paul Riopelle
4716,4716,Art inspired by Jean-Paul Riopelle,4897,Jean-Paul Riopelle
4717,4717,Painting in the style of Jean-Paul Riopelle,3144,Jean-Paul Riopelle
4718,4718,A reproduction of art by Jean-Paul Riopelle,4259,Jean-Paul Riopelle
4719,4719,A famous artwork by Jean-Paul Riopelle,4838,Jean-Paul Riopelle
4720,4720,Image in the style of Jeanloup Sieff,1050,Jeanloup Sieff
4721,4721,Art inspired by Jeanloup Sieff,977,Jeanloup Sieff
4722,4722,Painting in the style of Jeanloup Sieff,4893,Jeanloup Sieff
4723,4723,A reproduction of art by Jeanloup Sieff,567,Jeanloup Sieff
4724,4724,A famous artwork by Jeanloup Sieff,452,Jeanloup Sieff
4725,4725,Image in the style of Jeannette Guichard-Bunel,4246,Jeannette Guichard-Bunel
4726,4726,Art inspired by Jeannette Guichard-Bunel,1514,Jeannette Guichard-Bunel
4727,4727,Painting in the style of Jeannette Guichard-Bunel,1604,Jeannette Guichard-Bunel
4728,4728,A reproduction of art by Jeannette Guichard-Bunel,4773,Jeannette Guichard-Bunel
4729,4729,A famous artwork by Jeannette Guichard-Bunel,2681,Jeannette Guichard-Bunel
4730,4730,Image in the style of Jef Wu,1205,Jef Wu
4731,4731,Art inspired by Jef Wu,438,Jef Wu
4732,4732,Painting in the style of Jef Wu,1642,Jef Wu
4733,4733,A reproduction of art by Jef Wu,1783,Jef Wu
4734,4734,A famous artwork by Jef Wu,2502,Jef Wu
4735,4735,Image in the style of Jeff Easley,4802,Jeff Easley
4736,4736,Art inspired by Jeff Easley,335,Jeff Easley
4737,4737,Painting in the style of Jeff Easley,2906,Jeff Easley
4738,4738,A reproduction of art by Jeff Easley,1306,Jeff Easley
4739,4739,A famous artwork by Jeff Easley,556,Jeff Easley
4740,4740,Image in the style of Jeff Goldblum,1347,Jeff Goldblum
4741,4741,Art inspired by Jeff Goldblum,374,Jeff Goldblum
4742,4742,Painting in the style of Jeff Goldblum,2979,Jeff Goldblum
4743,4743,A reproduction of art by Jeff Goldblum,3940,Jeff Goldblum
4744,4744,A famous artwork by Jeff Goldblum,1827,Jeff Goldblum
4745,4745,Image in the style of Jeff Kinney,422,Jeff Kinney
4746,4746,Art inspired by Jeff Kinney,1718,Jeff Kinney
4747,4747,Painting in the style of Jeff Kinney,3969,Jeff Kinney
4748,4748,A reproduction of art by Jeff Kinney,3881,Jeff Kinney
4749,4749,A famous artwork by Jeff Kinney,350,Jeff Kinney
4750,4750,Image in the style of Jeff Koons,1490,Jeff Koons
4751,4751,Art inspired by Jeff Koons,4785,Jeff Koons
4752,4752,Painting in the style of Jeff Koons,2500,Jeff Koons
4753,4753,A reproduction of art by Jeff Koons,3029,Jeff Koons
4754,4754,A famous artwork by Jeff Koons,4149,Jeff Koons
4755,4755,Image in the style of Jeff Legg,3055,Jeff Legg
4756,4756,Art inspired by Jeff Legg,3927,Jeff Legg
4757,4757,Painting in the style of Jeff Legg,3168,Jeff Legg
4758,4758,A reproduction of art by Jeff Legg,2543,Jeff Legg
4759,4759,A famous artwork by Jeff Legg,935,Jeff Legg
4760,4760,Image in the style of Jeff Lemire,2863,Jeff Lemire
4761,4761,Art inspired by Jeff Lemire,3984,Jeff Lemire
4762,4762,Painting in the style of Jeff Lemire,4138,Jeff Lemire
4763,4763,A reproduction of art by Jeff Lemire,4791,Jeff Lemire
4764,4764,A famous artwork by Jeff Lemire,2101,Jeff Lemire
4765,4765,Image in the style of Jeff Simpson,4959,Jeff Simpson
4766,4766,Art inspired by Jeff Simpson,894,Jeff Simpson
4767,4767,Painting in the style of Jeff Simpson,2088,Jeff Simpson
4768,4768,A reproduction of art by Jeff Simpson,4894,Jeff Simpson
4769,4769,A famous artwork by Jeff Simpson,2228,Jeff Simpson
4770,4770,Image in the style of Jeff Wall,4570,Jeff Wall
4771,4771,Art inspired by Jeff Wall,324,Jeff Wall
4772,4772,Painting in the style of Jeff Wall,4767,Jeff Wall
4773,4773,A reproduction of art by Jeff Wall,1536,Jeff Wall
4774,4774,A famous artwork by Jeff Wall,3464,Jeff Wall
4775,4775,Image in the style of Jeffrey Catherine Jones,4024,Jeffrey Catherine Jones
4776,4776,Art inspired by Jeffrey Catherine Jones,3069,Jeffrey Catherine Jones
4777,4777,Painting in the style of Jeffrey Catherine Jones,2680,Jeffrey Catherine Jones
4778,4778,A reproduction of art by Jeffrey Catherine Jones,4154,Jeffrey Catherine Jones
4779,4779,A famous artwork by Jeffrey Catherine Jones,3643,Jeffrey Catherine Jones
4780,4780,Image in the style of Jeffrey Smith art,4563,Jeffrey Smith art
4781,4781,Art inspired by Jeffrey Smith art,3288,Jeffrey Smith art
4782,4782,Painting in the style of Jeffrey Smith art,3310,Jeffrey Smith art
4783,4783,A reproduction of art by Jeffrey Smith art,459,Jeffrey Smith art
4784,4784,A famous artwork by Jeffrey Smith art,3149,Jeffrey Smith art
4785,4785,Image in the style of Jeffrey T. Larson,3456,Jeffrey T. Larson
4786,4786,Art inspired by Jeffrey T. Larson,3860,Jeffrey T. Larson
4787,4787,Painting in the style of Jeffrey T. Larson,2261,Jeffrey T. Larson
4788,4788,A reproduction of art by Jeffrey T. Larson,2713,Jeffrey T. Larson
4789,4789,A famous artwork by Jeffrey T. Larson,509,Jeffrey T. Larson
4790,4790,Image in the style of Jenny Saville,523,Jenny Saville
4791,4791,Art inspired by Jenny Saville,4439,Jenny Saville
4792,4792,Painting in the style of Jenny Saville,2831,Jenny Saville
4793,4793,A reproduction of art by Jenny Saville,3437,Jenny Saville
4794,4794,A famous artwork by Jenny Saville,3801,Jenny Saville
4795,4795,Image in the style of JennyBird Alcantara,3748,JennyBird Alcantara
4796,4796,Art inspired by JennyBird Alcantara,1708,JennyBird Alcantara
4797,4797,Painting in the style of JennyBird Alcantara,609,JennyBird Alcantara
4798,4798,A reproduction of art by JennyBird Alcantara,3744,JennyBird Alcantara
4799,4799,A famous artwork by JennyBird Alcantara,3888,JennyBird Alcantara
4800,4800,Image in the style of Jeremiah Ketner,1113,Jeremiah Ketner
4801,4801,Art inspired by Jeremiah Ketner,1118,Jeremiah Ketner
4802,4802,Painting in the style of Jeremiah Ketner,4649,Jeremiah Ketner
4803,4803,A reproduction of art by Jeremiah Ketner,2012,Jeremiah Ketner
4804,4804,A famous artwork by Jeremiah Ketner,1385,Jeremiah Ketner
4805,4805,Image in the style of Jeremy Geddes,421,Jeremy Geddes
4806,4806,Art inspired by Jeremy Geddes,3865,Jeremy Geddes
4807,4807,Painting in the style of Jeremy Geddes,3704,Jeremy Geddes
4808,4808,A reproduction of art by Jeremy Geddes,1038,Jeremy Geddes
4809,4809,A famous artwork by Jeremy Geddes,136,Jeremy Geddes
4810,4810,Image in the style of Jeremy Lipking,1322,Jeremy Lipking
4811,4811,Art inspired by Jeremy Lipking,4321,Jeremy Lipking
4812,4812,Painting in the style of Jeremy Lipking,4033,Jeremy Lipking
