case_number,prompt,class,evaluation_seed
3325,an image of a garbage truck,garbage truck,6325
3326,an image of a garbage truck,garbage truck,5882
3327,an image of a garbage truck,garbage truck,928
3328,an image of a garbage truck,garbage truck,5216
3329,an image of a garbage truck,garbage truck,3658
3330,an image of a garbage truck,garbage truck,770
3331,an image of a garbage truck,garbage truck,1257
3332,an image of a garbage truck,garbage truck,8116
3333,an image of a garbage truck,garbage truck,3453
3334,an image of a garbage truck,garbage truck,3905
3335,an image of a garbage truck,garbage truck,9371
3336,an image of a garbage truck,garbage truck,6614
3337,an image of a garbage truck,garbage truck,1912
3338,an image of a garbage truck,garbage truck,9524
3339,an image of a garbage truck,garbage truck,4660
3340,an image of a garbage truck,garbage truck,5531
3341,an image of a garbage truck,garbage truck,9306
3342,an image of a garbage truck,garbage truck,9634
3343,an image of a garbage truck,garbage truck,384
3344,an image of a garbage truck,garbage truck,2472
3345,an image of a garbage truck,garbage truck,4379
3346,an image of a garbage truck,garbage truck,98
3347,an image of a garbage truck,garbage truck,8881
3348,an image of a garbage truck,garbage truck,4779
3349,an image of a garbage truck,garbage truck,9768
3350,an image of a garbage truck,garbage truck,4605
3351,an image of a garbage truck,garbage truck,817
3352,an image of a garbage truck,garbage truck,1638
3353,an image of a garbage truck,garbage truck,9456
3354,an image of a garbage truck,garbage truck,7176
3355,an image of a garbage truck,garbage truck,2745
3356,an image of a garbage truck,garbage truck,7870
3357,an image of a garbage truck,garbage truck,5993
3358,an image of a garbage truck,garbage truck,660
3359,an image of a garbage truck,garbage truck,5113
3360,an image of a garbage truck,garbage truck,4070
3361,an image of a garbage truck,garbage truck,3517
3362,an image of a garbage truck,garbage truck,2495
3363,an image of a garbage truck,garbage truck,3102
3364,an image of a garbage truck,garbage truck,9357
3365,an image of a garbage truck,garbage truck,9851
3366,an image of a garbage truck,garbage truck,6413
3367,an image of a garbage truck,garbage truck,4068
3368,an image of a garbage truck,garbage truck,3659
3369,an image of a garbage truck,garbage truck,5031
3370,an image of a garbage truck,garbage truck,7421
3371,an image of a garbage truck,garbage truck,9651
3372,an image of a garbage truck,garbage truck,7972
3373,an image of a garbage truck,garbage truck,5350
3374,an image of a garbage truck,garbage truck,5643
3375,an image of a garbage truck,garbage truck,9034
3376,an image of a garbage truck,garbage truck,1508
3377,an image of a garbage truck,garbage truck,5609
3378,an image of a garbage truck,garbage truck,2053
3379,an image of a garbage truck,garbage truck,4225
3380,an image of a garbage truck,garbage truck,7302
3381,an image of a garbage truck,garbage truck,5559
3382,an image of a garbage truck,garbage truck,9822
3383,an image of a garbage truck,garbage truck,6974
3384,an image of a garbage truck,garbage truck,8736
3385,an image of a garbage truck,garbage truck,9327
3386,an image of a garbage truck,garbage truck,3932
3387,an image of a garbage truck,garbage truck,4000
3388,an image of a garbage truck,garbage truck,9774
3389,an image of a garbage truck,garbage truck,2978
3390,an image of a garbage truck,garbage truck,7892
3391,an image of a garbage truck,garbage truck,83
3392,an image of a garbage truck,garbage truck,1546
3393,an image of a garbage truck,garbage truck,2120
3394,an image of a garbage truck,garbage truck,4022
3395,an image of a garbage truck,garbage truck,5255
3396,an image of a garbage truck,garbage truck,3359
3397,an image of a garbage truck,garbage truck,1066
3398,an image of a garbage truck,garbage truck,2463
3399,an image of a garbage truck,garbage truck,8609
3400,an image of a garbage truck,garbage truck,2248
3401,an image of a garbage truck,garbage truck,4144
3402,an image of a garbage truck,garbage truck,5105
3403,an image of a garbage truck,garbage truck,5748
3404,an image of a garbage truck,garbage truck,6473
3405,an image of a garbage truck,garbage truck,6113
3406,an image of a garbage truck,garbage truck,7633
3407,an image of a garbage truck,garbage truck,3945
3408,an image of a garbage truck,garbage truck,8888
3409,an image of a garbage truck,garbage truck,5478
3410,an image of a garbage truck,garbage truck,5654
3411,an image of a garbage truck,garbage truck,3721
3412,an image of a garbage truck,garbage truck,6387
3413,an image of a garbage truck,garbage truck,4599
3414,an image of a garbage truck,garbage truck,8127
3415,an image of a garbage truck,garbage truck,9093
3416,an image of a garbage truck,garbage truck,1127
3417,an image of a garbage truck,garbage truck,5731
3418,an image of a garbage truck,garbage truck,4669
3419,an image of a garbage truck,garbage truck,3751
3420,an image of a garbage truck,garbage truck,9409
3421,an image of a garbage truck,garbage truck,8763
3422,an image of a garbage truck,garbage truck,4663
3423,an image of a garbage truck,garbage truck,850
3424,an image of a garbage truck,garbage truck,7212
3425,an image of a garbage truck,garbage truck,8557
3426,an image of a garbage truck,garbage truck,6967
3427,an image of a garbage truck,garbage truck,4224
3428,an image of a garbage truck,garbage truck,2398
3429,an image of a garbage truck,garbage truck,8719
3430,an image of a garbage truck,garbage truck,3240
3431,an image of a garbage truck,garbage truck,4453
3432,an image of a garbage truck,garbage truck,2254
3433,an image of a garbage truck,garbage truck,7021
3434,an image of a garbage truck,garbage truck,8013
3435,an image of a garbage truck,garbage truck,7374
3436,an image of a garbage truck,garbage truck,5093
3437,an image of a garbage truck,garbage truck,1389
3438,an image of a garbage truck,garbage truck,8547
3439,an image of a garbage truck,garbage truck,7573
3440,an image of a garbage truck,garbage truck,5001
3441,an image of a garbage truck,garbage truck,8058
3442,an image of a garbage truck,garbage truck,8388
3443,an image of a garbage truck,garbage truck,5886
3444,an image of a garbage truck,garbage truck,5571
3445,an image of a garbage truck,garbage truck,5045
3446,an image of a garbage truck,garbage truck,3642
3447,an image of a garbage truck,garbage truck,6093
3448,an image of a garbage truck,garbage truck,3016
3449,an image of a garbage truck,garbage truck,4202
3450,an image of a garbage truck,garbage truck,828
3451,an image of a garbage truck,garbage truck,3987
3452,an image of a garbage truck,garbage truck,2571
3453,an image of a garbage truck,garbage truck,1501
3454,an image of a garbage truck,garbage truck,6625
3455,an image of a garbage truck,garbage truck,189
3456,an image of a garbage truck,garbage truck,4018
3457,an image of a garbage truck,garbage truck,7209
3458,an image of a garbage truck,garbage truck,6208
3459,an image of a garbage truck,garbage truck,6678
3460,an image of a garbage truck,garbage truck,2627
3461,an image of a garbage truck,garbage truck,3079
3462,an image of a garbage truck,garbage truck,5736
3463,an image of a garbage truck,garbage truck,6755
3464,an image of a garbage truck,garbage truck,7480
3465,an image of a garbage truck,garbage truck,8295
3466,an image of a garbage truck,garbage truck,2170
3467,an image of a garbage truck,garbage truck,4361
3468,an image of a garbage truck,garbage truck,3383
3469,an image of a garbage truck,garbage truck,4500
3470,an image of a garbage truck,garbage truck,5920
3471,an image of a garbage truck,garbage truck,8879
3472,an image of a garbage truck,garbage truck,7051
3473,an image of a garbage truck,garbage truck,8102
3474,an image of a garbage truck,garbage truck,1308
3475,an image of a garbage truck,garbage truck,3297
3476,an image of a garbage truck,garbage truck,4406
3477,an image of a garbage truck,garbage truck,4847
3478,an image of a garbage truck,garbage truck,8259
3479,an image of a garbage truck,garbage truck,2353
3480,an image of a garbage truck,garbage truck,2552
3481,an image of a garbage truck,garbage truck,445
3482,an image of a garbage truck,garbage truck,8299
3483,an image of a garbage truck,garbage truck,7503
3484,an image of a garbage truck,garbage truck,1425
3485,an image of a garbage truck,garbage truck,8123
3486,an image of a garbage truck,garbage truck,3688
3487,an image of a garbage truck,garbage truck,5540
3488,an image of a garbage truck,garbage truck,8619
3489,an image of a garbage truck,garbage truck,7823
3490,an image of a garbage truck,garbage truck,2265
3491,an image of a garbage truck,garbage truck,2505
3492,an image of a garbage truck,garbage truck,245
3493,an image of a garbage truck,garbage truck,4446
3494,an image of a garbage truck,garbage truck,9625
3495,an image of a garbage truck,garbage truck,9829
3496,an image of a garbage truck,garbage truck,3476
3497,an image of a garbage truck,garbage truck,2062
