,case_number,prompt,evaluation_seed,artist
5866,5866,Art inspired by Lady Pink,3590,Lady Pink
5867,5867,Painting in the style of Lady Pink,4400,Lady Pink
5868,5868,A reproduction of art by Lady Pink,1974,Lady Pink
5869,5869,A famous artwork by Lady Pink,886,Lady Pink
5870,5870,Image in the style of Larry Elmore,2708,Larry Elmore
5871,5871,Art inspired by Larry Elmore,265,Larry Elmore
5872,5872,Painting in the style of Larry Elmore,3555,Larry Elmore
5873,5873,A reproduction of art by Larry Elmore,124,Larry Elmore
5874,5874,A famous artwork by Larry Elmore,3241,Larry Elmore
5875,5875,Image in the style of Larry Poons,2556,Larry Poons
5876,5876,Art inspired by Larry Poons,2111,Larry Poons
5877,5877,Painting in the style of Larry Poons,2452,Larry Poons
5878,5878,A reproduction of art by Larry Poons,1300,Larry Poons
5879,5879,A famous artwork by Larry Poons,1162,Larry Poons
5880,5880,Image in the style of Larry Sultan,4939,Larry Sultan
5881,5881,Art inspired by Larry Sultan,4728,Larry Sultan
5882,5882,Painting in the style of Larry Sultan,1755,Larry Sultan
5883,5883,A reproduction of art by Larry Sultan,2797,Larry Sultan
5884,5884,A famous artwork by Larry Sultan,4945,Larry Sultan
5885,5885,Image in the style of Laurel Burch,1590,Laurel Burch
5886,5886,Art inspired by Laurel Burch,3934,Laurel Burch
5887,5887,Painting in the style of Laurel Burch,1575,Laurel Burch
5888,5888,A reproduction of art by Laurel Burch,535,Laurel Burch
5889,5889,A famous artwork by Laurel Burch,3193,Laurel Burch
5890,5890,Image in the style of Laurent Grasso,4137,Laurent Grasso
5891,5891,Art inspired by Laurent Grasso,1426,Laurent Grasso
5892,5892,Painting in the style of Laurent Grasso,1073,Laurent Grasso
5893,5893,A reproduction of art by Laurent Grasso,1515,Laurent Grasso
5894,5894,A famous artwork by Laurent Grasso,3157,Laurent Grasso
5895,5895,Image in the style of Laurie Greasley,2158,Laurie Greasley
5896,5896,Art inspired by Laurie Greasley,201,Laurie Greasley
5897,5897,Painting in the style of Laurie Greasley,1534,Laurie Greasley
5898,5898,A reproduction of art by Laurie Greasley,1177,Laurie Greasley
5899,5899,A famous artwork by Laurie Greasley,2331,Laurie Greasley
5900,5900,Image in the style of Laurie Lipton,1051,Laurie Lipton
5901,5901,Art inspired by Laurie Lipton,2982,Laurie Lipton
5902,5902,Painting in the style of Laurie Lipton,472,Laurie Lipton
5903,5903,A reproduction of art by Laurie Lipton,831,Laurie Lipton
5904,5904,A famous artwork by Laurie Lipton,3389,Laurie Lipton
5905,5905,Image in the style of Lawren Harris,566,Lawren Harris
5906,5906,Art inspired by Lawren Harris,2588,Lawren Harris
5907,5907,Painting in the style of Lawren Harris,2265,Lawren Harris
5908,5908,A reproduction of art by Lawren Harris,1367,Lawren Harris
5909,5909,A famous artwork by Lawren Harris,1022,Lawren Harris
5910,5910,Image in the style of Lee Krasner,4370,Lee Krasner
5911,5911,Art inspired by Lee Krasner,1110,Lee Krasner
5912,5912,Painting in the style of Lee Krasner,3755,Lee Krasner
5913,5913,A reproduction of art by Lee Krasner,3518,Lee Krasner
5914,5914,A famous artwork by Lee Krasner,4206,Lee Krasner
5915,5915,Image in the style of Lee Madgwick,3341,Lee Madgwick
5916,5916,Art inspired by Lee Madgwick,4503,Lee Madgwick
5917,5917,Painting in the style of Lee Madgwick,318,Lee Madgwick
5918,5918,A reproduction of art by Lee Madgwick,3007,Lee Madgwick
5919,5919,A famous artwork by Lee Madgwick,3896,Lee Madgwick
5920,5920,Image in the style of Lee Quinones,4061,Lee Quinones
5921,5921,Art inspired by Lee Quinones,3364,Lee Quinones
5922,5922,Painting in the style of Lee Quinones,4071,Lee Quinones
5923,5923,A reproduction of art by Lee Quinones,3159,Lee Quinones
5924,5924,A famous artwork by Lee Quinones,1256,Lee Quinones
5925,5925,Image in the style of Leiji Matsumoto,4412,Leiji Matsumoto
5926,5926,Art inspired by Leiji Matsumoto,4068,Leiji Matsumoto
5927,5927,Painting in the style of Leiji Matsumoto,63,Leiji Matsumoto
5928,5928,A reproduction of art by Leiji Matsumoto,867,Leiji Matsumoto
5929,5929,A famous artwork by Leiji Matsumoto,3172,Leiji Matsumoto
5930,5930,Image in the style of Leon Kossoff,2212,Leon Kossoff
5931,5931,Art inspired by Leon Kossoff,3484,Leon Kossoff
5932,5932,Painting in the style of Leon Kossoff,4449,Leon Kossoff
5933,5933,A reproduction of art by Leon Kossoff,4742,Leon Kossoff
5934,5934,A famous artwork by Leon Kossoff,2405,Leon Kossoff
5935,5935,Image in the style of Leonardo Da Vinci,3627,Leonardo Da Vinci
5936,5936,Art inspired by Leonardo Da Vinci,2338,Leonardo Da Vinci
5937,5937,Painting in the style of Leonardo Da Vinci,4397,Leonardo Da Vinci
5938,5938,A reproduction of art by Leonardo Da Vinci,2440,Leonardo Da Vinci
5939,5939,A famous artwork by Leonardo Da Vinci,2167,Leonardo Da Vinci
5940,5940,Image in the style of Leonetto Cappiello,4176,Leonetto Cappiello
5941,5941,Art inspired by Leonetto Cappiello,1801,Leonetto Cappiello
5942,5942,Painting in the style of Leonetto Cappiello,4560,Leonetto Cappiello
5943,5943,A reproduction of art by Leonetto Cappiello,4011,Leonetto Cappiello
5944,5944,A famous artwork by Leonetto Cappiello,2464,Leonetto Cappiello
5945,5945,Image in the style of Leonid Afremov,2842,Leonid Afremov
5946,5946,Art inspired by Leonid Afremov,555,Leonid Afremov
5947,5947,Painting in the style of Leonid Afremov,3317,Leonid Afremov
5948,5948,A reproduction of art by Leonid Afremov,4243,Leonid Afremov
5949,5949,A famous artwork by Leonid Afremov,4704,Leonid Afremov
5950,5950,Image in the style of Leonora Carrington,2144,Leonora Carrington
5951,5951,Art inspired by Leonora Carrington,149,Leonora Carrington
5952,5952,Painting in the style of Leonora Carrington,710,Leonora Carrington
5953,5953,A reproduction of art by Leonora Carrington,1921,Leonora Carrington
5954,5954,A famous artwork by Leonora Carrington,3756,Leonora Carrington
5955,5955,Image in the style of Les Edwards,2593,Les Edwards
5956,5956,Art inspired by Les Edwards,2705,Les Edwards
5957,5957,Painting in the style of Les Edwards,2189,Les Edwards
5958,5958,A reproduction of art by Les Edwards,2420,Les Edwards
5959,5959,A famous artwork by Les Edwards,2084,Les Edwards
5960,5960,Image in the style of Lesley Vance,2196,Lesley Vance
5961,5961,Art inspired by Lesley Vance,4930,Lesley Vance
5962,5962,Painting in the style of Lesley Vance,4711,Lesley Vance
5963,5963,A reproduction of art by Lesley Vance,2315,Lesley Vance
5964,5964,A famous artwork by Lesley Vance,122,Lesley Vance
5965,5965,Image in the style of Leticia Gillett,4550,Leticia Gillett
5966,5966,Art inspired by Leticia Gillett,1254,Leticia Gillett
5967,5967,Painting in the style of Leticia Gillett,749,Leticia Gillett
5968,5968,A reproduction of art by Leticia Gillett,4682,Leticia Gillett
5969,5969,A famous artwork by Leticia Gillett,4079,Leticia Gillett
5970,5970,Image in the style of Liam Wong,1485,Liam Wong
5971,5971,Art inspired by Liam Wong,245,Liam Wong
5972,5972,Painting in the style of Liam Wong,3964,Liam Wong
5973,5973,A reproduction of art by Liam Wong,1305,Liam Wong
5974,5974,A famous artwork by Liam Wong,1715,Liam Wong
5975,5975,Image in the style of Liang Mark,727,Liang Mark
5976,5976,Art inspired by Liang Mark,1402,Liang Mark
5977,5977,Painting in the style of Liang Mark,3366,Liang Mark
5978,5978,A reproduction of art by Liang Mark,3316,Liang Mark
5979,5979,A famous artwork by Liang Mark,1119,Liang Mark
5980,5980,Image in the style of Lisa Frank,4806,Lisa Frank
5981,5981,Art inspired by Lisa Frank,3568,Lisa Frank
5982,5982,Painting in the style of Lisa Frank,4104,Lisa Frank
5983,5983,A reproduction of art by Lisa Frank,1944,Lisa Frank
5984,5984,A famous artwork by Lisa Frank,2017,Lisa Frank
5985,5985,Image in the style of Lisa Keene,2081,Lisa Keene
5986,5986,Art inspired by Lisa Keene,2380,Lisa Keene
5987,5987,Painting in the style of Lisa Keene,3998,Lisa Keene
5988,5988,A reproduction of art by Lisa Keene,3449,Lisa Keene
5989,5989,A famous artwork by Lisa Keene,4643,Lisa Keene
5990,5990,Image in the style of Liu Ye,1599,Liu Ye
5991,5991,Art inspired by Liu Ye,1084,Liu Ye
5992,5992,Painting in the style of Liu Ye,964,Liu Ye
5993,5993,A reproduction of art by Liu Ye,3526,Liu Ye
5994,5994,A famous artwork by Liu Ye,3873,Liu Ye
5995,5995,Image in the style of Liubov Sergeevna Popova,958,Liubov Sergeevna Popova
5996,5996,Art inspired by Liubov Sergeevna Popova,1213,Liubov Sergeevna Popova
5997,5997,Painting in the style of Liubov Sergeevna Popova,3578,Liubov Sergeevna Popova
5998,5998,A reproduction of art by Liubov Sergeevna Popova,477,Liubov Sergeevna Popova
5999,5999,A famous artwork by Liubov Sergeevna Popova,616,Liubov Sergeevna Popova
6000,6000,Image in the style of Lois van Baarle,2,Lois van Baarle
6001,6001,Art inspired by Lois van Baarle,3241,Lois van Baarle
6002,6002,Painting in the style of Lois van Baarle,4108,Lois van Baarle
6003,6003,A reproduction of art by Lois van Baarle,4687,Lois van Baarle
6004,6004,A famous artwork by Lois van Baarle,1057,Lois van Baarle
6005,6005,Image in the style of Loish,1543,Loish
6006,6006,Art inspired by Loish,1155,Loish
6007,6007,Painting in the style of Loish,4539,Loish
6008,6008,A reproduction of art by Loish,4023,Loish
6009,6009,A famous artwork by Loish,2533,Loish
6010,6010,Image in the style of Lorena Alvarez Gómez,383,Lorena Alvarez Gómez
6011,6011,Art inspired by Lorena Alvarez Gómez,53,Lorena Alvarez Gómez
6012,6012,Painting in the style of Lorena Alvarez Gómez,190,Lorena Alvarez Gómez
6013,6013,A reproduction of art by Lorena Alvarez Gómez,4014,Lorena Alvarez Gómez
6014,6014,A famous artwork by Lorena Alvarez Gómez,3664,Lorena Alvarez Gómez
6015,6015,Image in the style of Lorenz Hideyoshi,1046,Lorenz Hideyoshi
6016,6016,Art inspired by Lorenz Hideyoshi,2082,Lorenz Hideyoshi
6017,6017,Painting in the style of Lorenz Hideyoshi,678,Lorenz Hideyoshi
6018,6018,A reproduction of art by Lorenz Hideyoshi,1759,Lorenz Hideyoshi
6019,6019,A famous artwork by Lorenz Hideyoshi,4812,Lorenz Hideyoshi
6020,6020,Image in the style of Loretta Lux,572,Loretta Lux
6021,6021,Art inspired by Loretta Lux,170,Loretta Lux
6022,6022,Painting in the style of Loretta Lux,3730,Loretta Lux
6023,6023,A reproduction of art by Loretta Lux,4913,Loretta Lux
6024,6024,A famous artwork by Loretta Lux,2115,Loretta Lux
6025,6025,Image in the style of Lori Earley,3468,Lori Earley
6026,6026,Art inspired by Lori Earley,2976,Lori Earley
6027,6027,Painting in the style of Lori Earley,587,Lori Earley
6028,6028,A reproduction of art by Lori Earley,2395,Lori Earley
6029,6029,A famous artwork by Lori Earley,2508,Lori Earley
6030,6030,Image in the style of Louis Comfort Tiffany,4655,Louis Comfort Tiffany
6031,6031,Art inspired by Louis Comfort Tiffany,4895,Louis Comfort Tiffany
6032,6032,Painting in the style of Louis Comfort Tiffany,238,Louis Comfort Tiffany
6033,6033,A reproduction of art by Louis Comfort Tiffany,1815,Louis Comfort Tiffany
6034,6034,A famous artwork by Louis Comfort Tiffany,1635,Louis Comfort Tiffany
6035,6035,Image in the style of Louis Glackens,2727,Louis Glackens
6036,6036,Art inspired by Louis Glackens,4788,Louis Glackens
6037,6037,Painting in the style of Louis Glackens,1507,Louis Glackens
6038,6038,A reproduction of art by Louis Glackens,2574,Louis Glackens
6039,6039,A famous artwork by Louis Glackens,2982,Louis Glackens
6040,6040,Image in the style of Louis Icart,3548,Louis Icart
6041,6041,Art inspired by Louis Icart,2489,Louis Icart
6042,6042,Painting in the style of Louis Icart,1251,Louis Icart
6043,6043,A reproduction of art by Louis Icart,1109,Louis Icart
6044,6044,A famous artwork by Louis Icart,2133,Louis Icart
6045,6045,Image in the style of Louis Janmot,1650,Louis Janmot
6046,6046,Art inspired by Louis Janmot,3591,Louis Janmot
6047,6047,Painting in the style of Louis Janmot,3034,Louis Janmot
6048,6048,A reproduction of art by Louis Janmot,1496,Louis Janmot
6049,6049,A famous artwork by Louis Janmot,2850,Louis Janmot
6050,6050,Image in the style of Louis Rhead,1102,Louis Rhead
6051,6051,Art inspired by Louis Rhead,1206,Louis Rhead
6052,6052,Painting in the style of Louis Rhead,710,Louis Rhead
6053,6053,A reproduction of art by Louis Rhead,1262,Louis Rhead
6054,6054,A famous artwork by Louis Rhead,1275,Louis Rhead
6055,6055,Image in the style of Louis Wain,17,Louis Wain
6056,6056,Art inspired by Louis Wain,1893,Louis Wain
6057,6057,Painting in the style of Louis Wain,4504,Louis Wain
6058,6058,A reproduction of art by Louis Wain,2086,Louis Wain
6059,6059,A famous artwork by Louis Wain,347,Louis Wain
6060,6060,Image in the style of Louise Bourgeois,1849,Louise Bourgeois
6061,6061,Art inspired by Louise Bourgeois,1264,Louise Bourgeois
6062,6062,Painting in the style of Louise Bourgeois,220,Louise Bourgeois
6063,6063,A reproduction of art by Louise Bourgeois,4777,Louise Bourgeois
6064,6064,A famous artwork by Louise Bourgeois,2022,Louise Bourgeois
6065,6065,Image in the style of Louise Dahl-Wolfe,1477,Louise Dahl-Wolfe
6066,6066,Art inspired by Louise Dahl-Wolfe,693,Louise Dahl-Wolfe
6067,6067,Painting in the style of Louise Dahl-Wolfe,2389,Louise Dahl-Wolfe
6068,6068,A reproduction of art by Louise Dahl-Wolfe,1062,Louise Dahl-Wolfe
6069,6069,A famous artwork by Louise Dahl-Wolfe,2379,Louise Dahl-Wolfe
6070,6070,Image in the style of Lovis Corinth,769,Lovis Corinth
6071,6071,Art inspired by Lovis Corinth,4878,Lovis Corinth
6072,6072,Painting in the style of Lovis Corinth,3739,Lovis Corinth
6073,6073,A reproduction of art by Lovis Corinth,4660,Lovis Corinth
6074,6074,A famous artwork by Lovis Corinth,2148,Lovis Corinth
6075,6075,Image in the style of Luca Boni,2010,Luca Boni
6076,6076,Art inspired by Luca Boni,4488,Luca Boni
6077,6077,Painting in the style of Luca Boni,2345,Luca Boni
6078,6078,A reproduction of art by Luca Boni,68,Luca Boni
6079,6079,A famous artwork by Luca Boni,3927,Luca Boni
6080,6080,Image in the style of Lucas Cranach the Elder,294,Lucas Cranach the Elder
6081,6081,Art inspired by Lucas Cranach the Elder,1800,Lucas Cranach the Elder
6082,6082,Painting in the style of Lucas Cranach the Elder,1266,Lucas Cranach the Elder
6083,6083,A reproduction of art by Lucas Cranach the Elder,46,Lucas Cranach the Elder
6084,6084,A famous artwork by Lucas Cranach the Elder,2018,Lucas Cranach the Elder
6085,6085,Image in the style of Lucian Freud,1054,Lucian Freud
6086,6086,Art inspired by Lucian Freud,2020,Lucian Freud
6087,6087,Painting in the style of Lucian Freud,4291,Lucian Freud
6088,6088,A reproduction of art by Lucian Freud,784,Lucian Freud
6089,6089,A famous artwork by Lucian Freud,3146,Lucian Freud
6090,6090,Image in the style of Lucy Madox Brown,4815,Lucy Madox Brown
6091,6091,Art inspired by Lucy Madox Brown,1795,Lucy Madox Brown
6092,6092,Painting in the style of Lucy Madox Brown,3915,Lucy Madox Brown
6093,6093,A reproduction of art by Lucy Madox Brown,4960,Lucy Madox Brown
6094,6094,A famous artwork by Lucy Madox Brown,4101,Lucy Madox Brown
6095,6095,Image in the style of Ludwig Mies van der Rohe,720,Ludwig Mies van der Rohe
6096,6096,Art inspired by Ludwig Mies van der Rohe,1656,Ludwig Mies van der Rohe
6097,6097,Painting in the style of Ludwig Mies van der Rohe,3219,Ludwig Mies van der Rohe
6098,6098,A reproduction of art by Ludwig Mies van der Rohe,2491,Ludwig Mies van der Rohe
6099,6099,A famous artwork by Ludwig Mies van der Rohe,720,Ludwig Mies van der Rohe
6100,6100,Image in the style of Luis Royo,1467,Luis Royo
6101,6101,Art inspired by Luis Royo,190,Luis Royo
6102,6102,Painting in the style of Luis Royo,3293,Luis Royo
6103,6103,A reproduction of art by Luis Royo,3959,Luis Royo
6104,6104,A famous artwork by Luis Royo,3303,Luis Royo
6105,6105,Image in the style of Luisa Russo,28,Luisa Russo
6106,6106,Art inspired by Luisa Russo,4580,Luisa Russo
6107,6107,Painting in the style of Luisa Russo,457,Luisa Russo
6108,6108,A reproduction of art by Luisa Russo,1792,Luisa Russo
6109,6109,A famous artwork by Luisa Russo,1513,Luisa Russo
6110,6110,Image in the style of Lynd Ward,1245,Lynd Ward
6111,6111,Art inspired by Lynd Ward,1782,Lynd Ward
6112,6112,Painting in the style of Lynd Ward,3265,Lynd Ward
6113,6113,A reproduction of art by Lynd Ward,1638,Lynd Ward
6114,6114,A famous artwork by Lynd Ward,4688,Lynd Ward
6115,6115,Image in the style of Lynda Barry,904,Lynda Barry
6116,6116,Art inspired by Lynda Barry,2938,Lynda Barry
6117,6117,Painting in the style of Lynda Barry,2447,Lynda Barry
6118,6118,A reproduction of art by Lynda Barry,225,Lynda Barry
6119,6119,A famous artwork by Lynda Barry,1454,Lynda Barry
6120,6120,Image in the style of Lynda Benglis,2334,Lynda Benglis
6121,6121,Art inspired by Lynda Benglis,1024,Lynda Benglis
6122,6122,Painting in the style of Lynda Benglis,843,Lynda Benglis
6123,6123,A reproduction of art by Lynda Benglis,1167,Lynda Benglis
6124,6124,A famous artwork by Lynda Benglis,4104,Lynda Benglis
6125,6125,Image in the style of Lyonel Feininger,2523,Lyonel Feininger
6126,6126,Art inspired by Lyonel Feininger,691,Lyonel Feininger
6127,6127,Painting in the style of Lyonel Feininger,467,Lyonel Feininger
6128,6128,A reproduction of art by Lyonel Feininger,2211,Lyonel Feininger
6129,6129,A famous artwork by Lyonel Feininger,2226,Lyonel Feininger
6130,6130,Image in the style of Lyubov Popova,825,Lyubov Popova
6131,6131,Art inspired by Lyubov Popova,3117,Lyubov Popova
6132,6132,Painting in the style of Lyubov Popova,1075,Lyubov Popova
6133,6133,A reproduction of art by Lyubov Popova,3869,Lyubov Popova
6134,6134,A famous artwork by Lyubov Popova,2838,Lyubov Popova
6135,6135,Image in the style of László Moholy-Nagy,616,László Moholy-Nagy
6136,6136,Art inspired by László Moholy-Nagy,1372,László Moholy-Nagy
6137,6137,Painting in the style of László Moholy-Nagy,2499,László Moholy-Nagy
6138,6138,A reproduction of art by László Moholy-Nagy,843,László Moholy-Nagy
6139,6139,A famous artwork by László Moholy-Nagy,976,László Moholy-Nagy
6140,6140,Image in the style of M.C. Escher,2008,M.C. Escher
6141,6141,Art inspired by M.C. Escher,1938,M.C. Escher
6142,6142,Painting in the style of M.C. Escher,1860,M.C. Escher
6143,6143,A reproduction of art by M.C. Escher,1607,M.C. Escher
6144,6144,A famous artwork by M.C. Escher,1833,M.C. Escher
6145,6145,Image in the style of M.W. Kaluta,4095,M.W. Kaluta
6146,6146,Art inspired by M.W. Kaluta,3578,M.W. Kaluta
6147,6147,Painting in the style of M.W. Kaluta,2763,M.W. Kaluta
6148,6148,A reproduction of art by M.W. Kaluta,2777,M.W. Kaluta
6149,6149,A famous artwork by M.W. Kaluta,4792,M.W. Kaluta
